PassengerId,Survived
57706,0.431622191539088
95337,0.4301957024875156
90199,0.40440907797405207
65705,0.6871052207321925
36191,0.459254484035133
101991,0.4647614026915899
56086,0.40440907797405207
8845,0.40440907797405207
50073,0.40440907797405207
79204,0.6136261116764049
93203,0.40440907797405207
4367,0.8881775670798037
69402,0.431622191539088
64611,0.40440907797405207
49788,0.39100901851228054
24193,0.40440907797405207
63673,0.40440907797405207
83190,0.5136519864603144
55402,0.4647614026915899
5302,0.40440907797405207
59100,0.5991213848662911
61674,0.39100901851228054
84742,0.431622191539088
94368,0.4523160713649373
79942,0.8741556090649331
87240,0.40440907797405207
51796,0.40440907797405207
20070,0.6448843581248934
103845,0.5745794526913334
65000,0.5136519864603144
55230,0.40440907797405207
11754,0.5206368638266131
36613,0.6136261116764049
48788,0.6136261116764049
21223,0.40440907797405207
14433,0.8881775670798037
37224,0.39100901851228054
101534,0.40440907797405207
103005,0.592146174983739
93436,0.8988172016343738
29570,0.3392012652892462
32509,0.40440907797405207
57160,0.40440907797405207
87023,0.459254484035133
64879,0.40440907797405207
26114,0.49267626316945534
57474,0.8613228495189016
30380,0.7385365652937484
17428,0.6448843581248934
80480,0.3712188694619496
100536,0.4647614026915899
96889,0.4523160713649373
80389,0.4508754433979976
48349,0.40440907797405207
5467,0.40440907797405207
65772,0.40440907797405207
27903,0.4647614026915899
69731,0.8881775670798037
68260,0.4647614026915899
69504,0.4647614026915899
68236,0.3712188694619496
110933,0.882499308156595
60717,0.4647614026915899
26276,0.5206368638266131
20006,0.4647614026915899
25022,0.459254484035133
105016,0.5539495657292726
18815,0.431622191539088
71068,0.5261636306192261
113377,0.40440907797405207
5111,0.5261636306192261
9652,0.3712188694619496
87681,0.4523160713649373
98781,0.40440907797405207
81024,0.8881775670798037
44755,0.40440907797405207
964,0.8292586357124446
59259,0.4508754433979976
67821,0.40440907797405207
107511,0.39100901851228054
22551,0.49267626316945534
98469,0.4523160713649373
50872,0.40440907797405207
95979,0.40440907797405207
108230,0.6448843581248934
62110,0.8988172016343738
43337,0.40440907797405207
